Dataset,Phase,Fold,SVM_Accuracy,SVM_Accuracy_Std,SVM_F1,SVM_F1_Std,SVM_Params,kNN_Accuracy,kNN_Accuracy_Std,kNN_F1,kNN_F1_Std,kNN_Params,Decision Tree_Accuracy,Decision Tree_Accuracy_Std,Decision Tree_F1,Decision Tree_F1_Std,Decision Tree_Params,Random Forest_Accuracy,Random Forest_Accuracy_Std,Random Forest_F1,Random Forest_F1_Std,Random Forest_Params,MLP_Accuracy,MLP_Accuracy_Std,MLP_F1,MLP_F1_Std,MLP_Params
Dataset1,Phase1_Baseline,Fold 1,0.986444,0.0,0.737238,0.0,{'classifier__estimator__C': 10},0.990615,0.0,0.736839,0.0,"{'classifier__n_neighbors': 5, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': None, 'classifier__n_estimators': 100}",0.982273,0.0,0.732937,0.0,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset1,Phase1_Baseline,Fold 2,0.987487,0.000521,0.734141,0.001548,{'classifier__estimator__C': 10},0.991658,0.000521,0.734435,0.001202,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': None, 'classifier__n_estimators': 100}",0.985401,0.001564,0.732177,0.00038,"{'classifier__alpha': 0.001, 'classifier__hidden_layer_sizes': (64,)}"
Dataset1,Phase1_Baseline,Fold 3,0.980188,0.003223,0.726462,0.00453,{'classifier__estimator__C': 10},0.983316,0.003711,0.726014,0.004641,"{'classifier__n_neighbors': 5, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 10}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': None, 'classifier__n_estimators': 200}",0.974974,0.004369,0.71043,0.010435,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (64,)}"
Dataset1,Phase1_Baseline,Fold 4,0.983299,0.002857,0.977322,0.106034,{'classifier__estimator__C': 10},0.982255,0.004209,0.965887,0.10117,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': None, 'classifier__n_estimators': 200}",0.974948,0.004574,0.95969,0.101947,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset1,Phase1_Baseline,Fold 5,0.985386,0.002589,0.980278,0.120661,{'classifier__estimator__C': 10},0.984342,0.003907,0.967285,0.11477,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': None, 'classifier__n_estimators': 100}",0.984342,0.004544,0.978932,0.120026,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset1,Phase1_Baseline,Fold 6,0.982255,0.002515,0.975837,0.122648,{'classifier__estimator__C': 10},0.985386,0.003588,0.980951,0.119614,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': None, 'classifier__n_estimators': 200}",0.975992,0.00446,0.961236,0.121102,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset1,Phase1_Baseline,Fold 7,0.975992,0.003691,0.954882,0.118786,{'classifier__estimator__C': 10},0.984342,0.003389,0.973209,0.118598,"{'classifier__n_neighbors': 5, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': None, 'classifier__n_estimators': 50}",0.974948,0.004445,0.959407,0.118946,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset1,Phase1_Baseline,Fold 8,0.973904,0.004581,0.719241,0.121713,{'classifier__estimator__C': 10},0.983299,0.003293,0.730291,0.120078,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",0.998956,0.000345,0.998976,0.000339,"{'classifier__max_depth': None, 'classifier__n_estimators': 100}",0.97286,0.004625,0.963128,0.116171,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset1,Phase1_Baseline,Fold 9,0.971816,0.005351,0.707587,0.123249,{'classifier__estimator__C': 10},0.983299,0.003191,0.716151,0.120978,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.000328,1.0,0.000322,"{'classifier__max_depth': None, 'classifier__n_estimators': 50}",0.966597,0.005688,0.693796,0.123409,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset1,Phase1_Baseline,Fold 10,0.978079,0.005139,0.723866,0.121566,{'classifier__estimator__C': 10},0.987474,0.003091,0.729739,0.119178,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",0.996868,0.000957,0.996929,0.000938,"{'classifier__max_depth': None, 'classifier__n_estimators': 50}",0.973904,0.005472,0.710617,0.124794,"{'classifier__alpha': 0.001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset1,Phase2_ReliefF,Fold 1,0.846715,0.0,0.478646,0.0,{'classifier__estimator__C': 10},0.998957,0.0,0.998982,0.0,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__n_estimators': 50}",0.839416,0.0,0.441928,0.0,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (64,)}"
Dataset1,Phase2_ReliefF,Fold 2,0.820647,0.013034,0.225501,0.126572,{'classifier__estimator__C': 1},0.997914,0.000521,0.989266,0.004858,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__n_estimators': 50}",0.919708,0.040146,0.63905,0.098561,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset1,Phase2_ReliefF,Fold 3,0.840459,0.011112,0.450048,0.113197,{'classifier__estimator__C': 10},0.996872,0.000851,0.743768,0.118086,"{'classifier__n_neighbors': 21, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__n_estimators': 50}",0.835245,0.03887,0.409091,0.101553,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (64,)}"
Dataset1,Phase2_ReliefF,Fold 4,0.821503,0.011475,0.300669,0.104571,{'classifier__estimator__C': 1},0.996868,0.000865,0.995951,0.108728,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__n_estimators': 50}",0.906054,0.038111,0.824291,0.166906,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset1,Phase2_ReliefF,Fold 5,0.822547,0.010985,0.300878,0.09685,{'classifier__estimator__C': 1},0.997912,0.000781,0.997279,0.100695,"{'classifier__n_neighbors': 5, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__n_estimators': 50}",0.911273,0.03703,0.841234,0.182547,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset1,Phase2_ReliefF,Fold 6,0.822547,0.010443,0.300878,0.090374,{'classifier__estimator__C': 1},1.0,0.001113,1.0,0.094175,"{'classifier__n_neighbors': 5, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__n_estimators': 50}",0.915449,0.035986,0.855743,0.186487,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset1,Phase2_ReliefF,Fold 7,0.846555,0.011442,0.631136,0.131084,{'classifier__estimator__C': 10},1.0,0.001229,1.0,0.088649,"{'classifier__n_neighbors': 11, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__n_estimators': 50}",0.837161,0.037745,0.553523,0.177283,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (64,)}"
Dataset1,Phase2_ReliefF,Fold 8,0.822547,0.011111,0.225788,0.13331,{'classifier__estimator__C': 1},1.0,0.001271,1.0,0.083934,"{'classifier__n_neighbors': 5, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__n_estimators': 50}",0.913361,0.036931,0.631385,0.165975,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset1,Phase2_ReliefF,Fold 9,0.822547,0.010765,0.225788,0.133,{'classifier__estimator__C': 1},0.997912,0.001216,0.997959,0.079782,"{'classifier__n_neighbors': 21, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__n_estimators': 50}",0.913361,0.035964,0.631385,0.156587,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset1,Phase2_ReliefF,Fold 10,0.822547,0.010427,0.225788,0.131462,{'classifier__estimator__C': 1},0.998956,0.001162,0.998976,0.076211,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__n_estimators': 50}",0.914405,0.035034,0.633164,0.148614,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset2,Phase1_Baseline,Fold 1,0.927007,0.0,0.434172,0.0,{'classifier__estimator__C': 1},0.963504,0.0,0.611296,0.0,"{'classifier__n_neighbors': 5, 'classifier__weights': 'distance'}",0.967675,0.0,0.692824,0.0,"{'classifier__max_depth': None, 'classifier__min_samples_split': 2}",0.970803,0.0,0.653189,0.0,"{'classifier__max_depth': None, 'classifier__n_estimators': 200}",0.953076,0.0,0.522967,0.0,"{'classifier__alpha': 0.001, 'classifier__hidden_layer_sizes': (64,)}"
Dataset2,Phase1_Baseline,Fold 2,0.915537,0.005735,0.418053,0.00806,{'classifier__estimator__C': 10},0.941606,0.010949,0.5642,0.023548,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",0.950991,0.008342,0.547366,0.072729,"{'classifier__max_depth': None, 'classifier__min_samples_split': 2}",0.954119,0.008342,0.587799,0.032695,"{'classifier__max_depth': None, 'classifier__n_estimators': 100}",0.936392,0.008342,0.449115,0.036926,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset2,Phase1_Baseline,Fold 3,0.923879,0.004841,0.429199,0.00674,{'classifier__estimator__C': 10},0.960375,0.00967,0.568187,0.021324,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",0.95829,0.006829,0.5563,0.066564,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",0.960375,0.006882,0.517407,0.055445,"{'classifier__max_depth': None, 'classifier__n_estimators': 100}",0.944734,0.006811,0.455457,0.03342,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset2,Phase1_Baseline,Fold 4,0.922756,0.004201,0.427079,0.005837,{'classifier__estimator__C': 10},0.948852,0.008809,0.635295,0.029818,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",0.957203,0.005964,0.625139,0.058761,"{'classifier__max_depth': 20, 'classifier__min_samples_split': 2}",0.960334,0.005992,0.610244,0.049139,"{'classifier__max_depth': None, 'classifier__n_estimators': 200}",0.944676,0.005899,0.50875,0.032259,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset2,Phase1_Baseline,Fold 5,0.919624,0.003906,0.419911,0.005965,{'classifier__estimator__C': 10},0.950939,0.00795,0.566769,0.028923,"{'classifier__n_neighbors': 5, 'classifier__weights': 'distance'}",0.94572,0.007399,0.500782,0.067184,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",0.949896,0.007066,0.582079,0.044136,"{'classifier__max_depth': None, 'classifier__n_estimators': 50}",0.942589,0.005344,0.48103,0.028879,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset2,Phase1_Baseline,Fold 6,0.933194,0.005556,0.439823,0.007578,{'classifier__estimator__C': 1},0.960334,0.007747,0.61577,0.028205,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",0.969729,0.008479,0.667955,0.068769,"{'classifier__max_depth': None, 'classifier__min_samples_split': 5}",0.970772,0.007779,0.58512,0.040334,"{'classifier__max_depth': None, 'classifier__n_estimators': 50}",0.949896,0.005307,0.510612,0.028238,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
